,Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
311,67,Female,White,Divorced,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",48,Yes,Yes,No,Purchased the book,Yes,No
312,60,Female,White,Widowed,"Some college, no 4-year degree",Not employed for pay,Refused,48,Yes,No,No,Purchased the book,Yes,No
313,55,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",48,Yes,Yes,Yes,Purchased the book,Yes,No
314,47,Female,White,Living with a partner,High school graduate,Have own business/self-employed,"$40,000 to under $50,000",48,Yes,No,No,Purchased the book,No,No
315,23,Male,Other,Never been married,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",47,Yes,No,Yes,Got the book some other way,No,Yes
316,46,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",47,Yes,No,Yes,Got the book some other way,Yes,Yes
317,27,Female,Black or African-American,Never been married,High school graduate,Employed full-time,"Less than $10,000",45,Yes,No,No,Purchased the book,Yes,Yes
318,22,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",45,Yes,No,Yes,Purchased the book,No,Yes
319,70,Male,White,Widowed,High school graduate,Retired,"$20,000 to under $30,000",45,Yes,Yes,No,Purchased the book,Yes,Yes
320,67,Male,White,Married,College graduate,Employed part-time,"$40,000 to under $50,000",45,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
321,38,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",45,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
322,18,Female,White,Never been married,High school incomplete,Employed part-time,"$10,000 to under $20,000",45,Yes,No,No,Purchased the book,Yes,Yes
323,17,Male,White,Never been married,High school incomplete,Not employed for pay,"$50,000 to under $75,000",45,Yes,Yes,Yes,Got the book some other way,Yes,Yes
324,59,Male,White,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",43,Yes,No,No,Purchased the book,Yes,No
325,27,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",42,Yes,Yes,No,Purchased the book,Yes,Yes
328,21,Male,Asian or Pacific Islander,Never been married,"Some college, no 4-year degree",Employed full-time,"Less than $10,000",40,Yes,No,No,Purchased the book,No,No
329,23,Female,Black or African-American,Living with a partner,High school graduate,Not employed for pay,"$20,000 to under $30,000",40,No,No,No,Purchased the book,Yes,Yes
330,19,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",40,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
331,83,Male,White,Married,High school incomplete,Retired,"$50,000 to under $75,000",40,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
332,80,Female,White,Widowed,High school graduate,Retired,Refused,40,Yes,No,No,Purchased the book,Yes,Yes
333,75,Female,White,Married,High school graduate,Retired,Refused,40,Yes,No,Yes,Borrowed the book from a library,Yes,No
334,74,Female,White,Married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",40,Yes,No,Yes,Got the book some other way,Yes,Yes
336,69,Male,White,Married,College graduate,Retired,"$100,000 to under $150,000",40,Yes,Yes,Don’t know,Borrowed the book from a library,No,Yes
338,68,Female,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",40,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
341,63,Female,White,Married,High school graduate,Retired,"$30,000 to under $40,000",40,Yes,No,Yes,Borrowed the book from a library,No,No
342,63,Female,White,Widowed,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",40,Yes,No,Yes,Purchased the book,Yes,No
343,63,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",40,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
344,63,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",40,Yes,No,No,Purchased the book,No,No
345,62,Male,White,Married,College graduate,Retired,"$75,000 to under $100,000",40,Yes,Yes,Yes,Purchased the book,Yes,Yes
348,57,Male,White,Single,High school graduate,Not employed for pay,"9$100,000 to under $150,000",40,No,No,No,Purchased the book,No,Yes
350,54,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$100,000 to under $150,000",40,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes
351,54,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",40,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
352,54,Female,White,Married,"Some college, no 4-year degree",Employed part-time,"$75,000 to under $100,000",40,Yes,No,Yes,Purchased the book,Yes,Yes
353,54,Female,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",40,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
354,53,Female,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",40,Yes,No,Yes,Got the book some other way,Yes,Yes
355,52,Female,White,Divorced,High school graduate,Not employed for pay,"Less than $10,000",40,No,No,No,Purchased the book,Yes,No
356,52,Male,White,Married,High school graduate,Employed full-time,Refused,40,Yes,No,Yes,Purchased the book,No,No
357,50,Male,White,Separated,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",40,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
358,49,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",40,Yes,No,Yes,Purchased the book,Yes,No
359,47,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",40,Yes,No,No,Got the book some other way,Yes,No
360,46,Male,White,Living with a partner,College graduate,Employed full-time,"$100,000 to under $150,000",40,Yes,Yes,Yes,Purchased the book,Yes,Yes
361,45,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",40,No,No,Yes,Purchased the book,Yes,No
363,41,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",40,Yes,No,No,Borrowed the book from a library,Yes,No
364,39,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",40,Yes,No,Yes,Got the book some other way,Yes,Yes
365,37,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",40,Yes,No,Yes,Got the book some other way,No,Yes
366,35,Male,White,Married,College graduate,Not employed for pay,"$20,000 to under $30,000",40,Yes,No,Yes,Purchased the book,Yes,No
367,35,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",40,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
369,33,Female,White,Married,College graduate,Not employed for pay,"$75,000 to under $100,000",40,Yes,No,Yes,Borrowed the book from a library,No,Yes
370,33,Female,White,Married,College graduate,Not employed for pay,Refused,40,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
371,32,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",40,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,No
372,29,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",40,Yes,No,No,Got the book some other way,Yes,Yes
374,22,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",40,Yes,No,No,Got the book some other way,Yes,Yes
375,20,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$10,000 to under $20,000",40,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
376,19,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",40,Yes,No,No,Purchased the book,Yes,No
377,16,Female,White,Never been married,High school incomplete,Not employed for pay,"$75,000 to under $100,000",40,Yes,Yes,No,Purchased the book,Yes,No
378,16,Male,White,Never been married,High school incomplete,Employed part-time,"$40,000 to under $50,000",40,Yes,No,Yes,Purchased the book,No,Yes
379,22,Male,Mixed race,Living with a partner,High school graduate,Employed part-time,"$40,000 to under $50,000",38,Yes,Yes,Yes,Purchased the book,Yes,Yes
380,62,Female,White,Married,College graduate,Other,"$50,000 to under $75,000",37,Yes,Yes,Yes,Purchased the book,No,No
381,20,Female,Black or African-American,Never been married,High school incomplete,Not employed for pay,"$10,000 to under $20,000",36,Yes,No,No,Got the book some other way,No,No
382,86,Female,White,Married,High school graduate,Retired,"9$100,000 to under $150,000",36,Yes,No,No,Borrowed the book from a library,Yes,Yes
383,82,Female,White,Married,College graduate,Employed part-time,Refused,36,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
384,77,Female,White,Widowed,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",36,Yes,No,No,Borrowed the book from a library,Yes,Yes
385,72,Female,White,Widowed,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",36,Yes,No,No,Purchased the book,Yes,Yes
387,64,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",36,Yes,No,No,Borrowed the book from a friend or family member,No,No
388,57,Female,White,Divorced,College graduate,Employed part-time,Refused,36,Yes,No,No,Purchased the book,Yes,Yes
389,55,Female,White,Married,"Some college, no 4-year degree",Disabled,"$10,000 to under $20,000",36,Yes,No,Yes,Purchased the book,No,Yes
392,36,Female,White,Never been married,College graduate,Not employed for pay,"$50,000 to under $75,000",36,Yes,Yes,Yes,Purchased the book,Yes,Yes
393,36,Female,White,Married,College graduate,Not employed for pay,"$100,000 to under $150,000",36,Yes,Yes,Yes,Got the book some other way,Yes,Yes
394,30,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",36,Yes,No,No,Purchased the book,No,No
396,17,Female,White,Never been married,High school incomplete,Not employed for pay,"$50,000 to under $75,000",36,Yes,No,No,Purchased the book,Yes,Yes
398,22,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed part-time,"Less than $10,000",35,Yes,No,No,Purchased the book,Yes,Yes
399,79,Male,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",35,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
402,65,Female,White,Married,High school graduate,Retired,"$20,000 to under $30,000",35,No,No,Yes,Purchased the book,No,No
403,62,Female,White,Married,College graduate,Retired,"$30,000 to under $40,000",35,Yes,No,No,Purchased the book,No,Yes
404,58,Female,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",35,Yes,No,Yes,Purchased the book,Yes,Yes
405,51,Female,White,Divorced,College graduate,Employed full-time,"$20,000 to under $30,000",35,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
406,51,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",35,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
407,43,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",35,Yes,Yes,Yes,Purchased the book,Yes,Yes
408,42,Female,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",35,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
412,57,Female,White,Divorced,"Some college, no 4-year degree",Disabled,"$100,000 to under $150,000",32,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
414,28,Female,White,Married,"Some college, no 4-year degree",Employed part-time,"$10,000 to under $20,000",32,Yes,No,No,Purchased the book,No,No
415,55,Male,Refused,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",30,No,Yes,No,Purchased the book,No,No
417,49,Male,Refused,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",30,Yes,No,Yes,Purchased the book,No,Yes
419,25,Female,Other,Never been married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",30,Yes,No,Yes,Purchased the book,Yes,Yes
420,20,Male,Other,Never been married,College graduate,Student,"$20,000 to under $30,000",30,Yes,No,Yes,Purchased the book,No,No
421,18,Female,Native American/American Indian,Never been married,High school graduate,Not employed for pay,"$50,000 to under $75,000",30,Yes,No,No,Purchased the book,Yes,No
422,72,Male,Mixed race,Divorced,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",30,Yes,No,No,Purchased the book,Yes,No
423,54,Male,Mixed race,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",30,Yes,Yes,Yes,Purchased the book,No,Yes
424,16,Female,Mixed race,Never been married,High school incomplete,Not employed for pay,"$40,000 to under $50,000",30,Don’t know,Yes,No,Borrowed the book from a library,Yes,Yes
425,50,Female,Asian or Pacific Islander,Married,"Some college, no 4-year degree",Not employed for pay,"$100,000 to under $150,000",30,Yes,No,No,Purchased the book,Yes,Yes
426,35,Male,Asian or Pacific Islander,Never been married,College graduate,Employed full-time,"Less than $10,000",30,Yes,Yes,Don’t know,Got the book some other way,Yes,Yes
428,57,Female,Black or African-American,Never been married,High school graduate,Employed full-time,"$10,000 to under $20,000",30,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
430,52,Female,Black or African-American,Never been married,College graduate,Not employed for pay,"$40,000 to under $50,000",30,Yes,No,No,Borrowed the book from a library,No,Yes
432,29,Male,Black or African-American,Never been married,College graduate,Employed full-time,"$40,000 to under $50,000",30,Yes,No,Yes,Purchased the book,No,No
433,29,Male,Black or African-American,Never been married,College graduate,Employed part-time,"$20,000 to under $30,000",30,Yes,Yes,No,Purchased the book,Yes,Yes
434,25,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"Less than $10,000",30,Yes,Don’t know,Yes,Borrowed the book from a friend or family member,Yes,Yes
435,23,Male,Black or African-American,Living with a partner,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",30,Yes,No,No,Got the book some other way,Yes,No
